1591 15152
426.243 7.34162 1
266.912 13.4137 5
155.483 16.1717 15
23.0166 14.8326 6
7.40044 15.0858 1
421.69 15.714 5
35.8723 16.4249 28
421.737 20.9159 18
404.029 26.1937 28
503.614 20.4899 4
386.45 23.1829 12
255.546 28.7159 22
156.117 32.2005 20
145.032 38.8982 27
275.385 63.3428 8
33.259 61.7081 5
281.849 64.4311 21
281.999 80.3122 122
282.211 80.3853 9
275.726 91.3362 94
209.641 93.2121 103
226.836 90.0749 111
232.512 86.2652 7
162.219 93.715 74
198.612 85.6436 46
159.345 88.7374 38
161.894 99.4355 128
269.999 96.1887 9
245.604 98.6652 73
273.787 98.204 3
162.593 97.7876 18
210.008 96.5779 11
242.633 111.401 88
185.024 104.902 73
167.549 113.413 38
252.285 110.284 16
172.323 107.517 21
198.065 109.57 26
222.413 113.515 93
270.237 117.603 48
197.009 115.313 49
374.213 122.392 94
203.654 118.266 15
184.675 119.854 32
194.228 126.411 19
262.869 119.89 30
400.281 120.563 44
250.7 122.175 12
161.394 125.021 43
179.911 127.826 11
298.752 124.27 37
395.478 123.465 17
401.729 132.259 11
404.511 140.746 23
210.237 143.08 59
359.546 136.015 39
295.069 139.7 51
33.4233 155.834 34
114.965 140.764 112
132.618 154.368 81
106.122 153.909 3
141.357 149.804 33
128.801 161.283 22
41.5747 156.167 45
37.0035 160.278 5
140.443 171.724 141
195.334 165.499 64
281.377 170.049 101
220.51 173.044 49
391.286 173.499 60
273.825 177.327 53
392.73 176.325 9
118.723 180.29 55
112.526 186.186 4
148.51 192.885 41
111.506 187.119 7
262.018 194.644 161
257.564 196.477 4
386.306 191.14 65
128.749 198.125 7
390.608 194.14 28
95.2493 204.32 22
264.919 202.161 18
171.554 202.247 20
91.4362 206.964 3
275.741 207.618 11
386.779 211.21 8
279.89 210.08 1
286.512 213.521 4
152.117 213.644 16
137.9 215.064 139
140.713 223.46 23
309.709 223.055 20
152.389 222.071 26
487.322 222.256 12
384.86 221.94 8
143.539 223.223 3
158.646 226.629 70
177.903 230.416 80
41.2796 228.538 52
32.4977 232.762 11
40.5616 229.507 3
141.519 231.52 16
151.32 230.081 1
337.643 238.316 43
32.1856 234.131 10
39.1337 245.027 32
146.728 245.151 164
56.3999 248.827 108
253.447 249.875 49
61.2168 253.982 28
175.622 245.702 18
66.2625 252.131 9
169.965 249.197 14
142.739 248.599 7
9.89922 253.224 1
164.338 253.384 5
193.64 253.185 72
343.547 254.552 28
213.093 259.888 134
255.799 254.866 27
349.151 252.833 20
146.708 258.925 28
159.068 257.028 31
182.506 255.525 28
182.866 265.786 47
353.699 262.612 7
173.26 262.043 10
199.985 261.581 54
254.833 261.092 25
151.574 259.006 13
180.729 261.322 12
341.246 261.668 28
67.2845 262.021 21
169.715 267.027 27
220.463 266.425 94
216.087 263.53 1
175.696 264.594 14
163.065 273.436 42
364.696 264.023 36
172.275 269.451 1
67.7704 269.941 7
72.4735 269.631 17
231.932 271.854 127
252.873 273.919 4
369.38 270.257 22
161.971 273.781 64
153.735 277.329 10
185.115 276.089 90
346.566 280.669 76
176.536 283.31 75
169.526 277.921 23
202.949 281.986 40
184.87 282.961 10
178.404 288.896 10
249.958 279.643 46
80.1292 284.389 31
343.973 288.063 35
238.567 286.531 30
185.69 292.084 57
69.7546 285.09 17
179.704 290.293 12
373.265 289.014 44
50.2432 293.308 47
352.798 296.022 37
83.5031 293.421 25
344.366 301.368 10
182.424 296.523 3
197.262 298.207 40
84.2306 301.567 18
374.746 306.243 4
85.1718 304.163 10
242.872 302.595 18
197.292 306.928 11
351.74 307.369 5
209.189 304.556 7
74.1609 307.715 5
315.04 308.528 7
346.39 310.731 7
318.208 311.277 2
188.858 312.439 2
221.115 312.555 2
342.189 312.961 3
384.845 309.339 6
203.43 313.059 2
352.139 313.454 2
194.98 310.835 4
216.775 315.488 1
190.333 316.364 1
363.216 315.221 3
212.197 318.111 1
341.909 318.648 1
192.822 320.605 1
215.946 320.286 1
472.066 11.6508 4
451.639 5.09824 1
456.854 5.31561 2
436.658 5.71209 2
354.651 7.68206 1
396.039 7.77852 2
401.254 7.40117 1
261.517 9.34331 1
320.682 9.65116 2
436.213 9.91906 1
278.062 10.9641 1
295.372 10.871 2
246.756 12.7712 1
265.919 12.9043 1
257.772 13.3766 1
168.926 15.0829 2
176.273 14.551 4
125.214 15.9582 4
133.039 16.1519 6
154.786 16.2233 2
77.9963 16.9178 8
