3467 15152
180.312 260.99 17
340.948 259.915 10
67.2845 262.021 21
169.422 262.807 8
221.676 262.864 5
215.948 263.369 11
175.696 264.594 17
162.912 264.665 8
364.901 265.271 20
170.439 268.377 19
63.9135 271.027 1
73.606 270.298 11
231.54 271.424 19
252.873 273.919 2
372.407 272.185 5
162.287 273.408 50
154.027 275.441 8
186.555 275.235 21
343.257 275.816 19
182.161 277.208 12
174.179 278.298 1
207.668 278.822 1
184.943 284.527 26
175.427 283.851 19
248.784 284.052 8
80.844 286.258 14
343.224 286.47 24
238.169 286.417 16
188.836 286.574 6
70.8391 286.175 10
177.034 289.74 10
372.371 288.925 16
186.226 288.705 2
46.4272 290.362 10
179.718 290.258 7
351.99 289.075 12
83.0448 293.711 12
349.1 295.458 2
180.87 295.871 14
196.798 297.66 10
81.0989 300.661 5
372.434 301.72 1
84.8879 301.836 15
241.802 302.028 6
198.547 303.432 10
349.594 304.414 1
208.95 304.382 5
74.1609 307.715 4
315.04 308.528 4
343.455 307.465 3
318.208 311.277 1
188.858 312.439 1
221.115 312.555 1
342.355 312.58 2
382.439 312.589 1
203.43 313.059 1
352.139 313.454 1
196.686 313.484 1
216.775 315.488 1
190.333 316.364 2
359.497 316.393 1
212.197 318.111 1
341.909 318.648 1
192.822 320.605 1
215.946 320.286 1
471.291 4.38785 1
451.639 5.09824 1
456.854 5.31561 2
436.658 5.71209 2
354.651 7.68206 1
396.039 7.77852 1
401.254 7.40117 1
261.517 9.34331 1
320.682 9.65116 1
436.213 9.91906 1
278.062 10.9641 1
295.372 10.871 1
152.064 14.3047 5
246.756 12.7712 1
266.199 13.1434 5
257.772 13.3766 1
168.926 15.0829 2
176.273 14.551 2
125.214 15.9582 4
133.039 16.1519 4
156.3 16.1431 10
79.6299 16.7084 6
48.0299 17.5583 1
53.4338 17.5503 5
261.015 17.4031 1
366.64 17.5592 1
3.01054 18.2514 1
31.4427 18.4282 6
40.3472 18.4632 6
438.522 20.823 17
503.614 20.4899 3
184.419 21.8158 3
468.475 22.5323 2
425.818 25.9417 3
260.993 25.5365 1
403.605 26.9935 17
243.995 26.6766 1
387.08 27.8466 7
265.121 26.9945 2
384.329 27.3796 5
457.452 29.073 7
261.935 29.4579 6
375.892 28.9886 7
168.668 28.6605 1
163.419 31.3181 1
264.822 32.5676 1
369.285 32.2604 5
450.76 33.3558 6
159.047 35.0406 4
257.006 37.0849 4
373.812 36.2408 1
266.183 38.885 25
431.567 37.7184 6
449.374 40.4576 8
426.854 45.5121 22
257.339 46.1903 8
140.946 47.8729 4
369.234 54.5594 8
437.717 56.2338 2
430.171 56.813 1
128.604 60.4119 4
463.513 61.8807 2
438.215 64.5032 1
132.669 66.1272 16
480.181 67.3015 4
39.9527 72.069 1
507.835 72.5418 1
475.825 73.3654 1
139.497 75.4408 5
124.071 76.7798 25
285.655 76.1156 36
448.906 75.8134 6
441.158 79.108 3
475.846 79.1402 1
430.019 86.6127 9
461.414 84.0862 2
284.732 85.7772 20
475.796 85.3388 1
137.129 87.6366 15
220.817 89.1155 5
237.2 90.1897 15
258.564 88.5506 3
277.828 90.2495 63
450.369 88.4719 5
461.211 88.2066 1
118.374 89.2198 3
207.891 91.6263 10
225.036 91.5243 23
163.597 92.8594 7
128.462 92.692 16
237.954 94.1758 2
428.971 94.1292 2
505.556 94.4568 1
167.529 96.7897 11
187.597 97.2895 13
278.234 97.7942 9
121.403 97.6065 1
474.907 97.0547 11
126.616 97.7389 25
197.612 97.2248 5
155.298 101.659 21
124.537 104.374 37
244.462 100.725 35
160.519 103.457 14
469.576 103.594 2
245.294 105.287 13
231.897 105.765 7
258.632 105.836 12
288.337 105.344 1
463.816 107.064 9
137.165 108.007 2
196.4 107.787 2
161.8 109.233 7
203.204 110.779 6
240.847 110.85 31
168.03 112.752 33
281.594 109.361 18
404.112 111.822 18
492.748 110.799 8
233.994 111.932 18
499.656 112.347 4
176.487 113.426 7
387.916 112.823 18
276.409 115.357 19
285.21 113.822 3
366.036 114.233 9
163.733 114.102 10
172.092 116.317 3
270.662 117.173 5
386.176 121.885 23
409.433 117.42 6
165.22 118.84 5
239.949 119.219 11
280.393 118.491 2
284.741 119.338 2
268.803 120.315 6
395.378 119.433 8
117.925 121.965 68
168.729 122.707 1
227.184 122.591 3
302.695 123.656 7
489.783 124.289 7
215.634 123.391 7
391.733 125.135 6
407.025 124.274 8
136.149 124.4 5
285.141 125.01 2
124.293 127.356 24
130.357 126.338 23
388.364 129.939 9
241.509 129.697 7
505.58 129.021 2
112.233 129.581 1
301.648 129.596 1
131.724 132.971 47
284.252 131.919 2
502.307 133.225 1
228.691 134.56 4
492.572 135.372 13
114.774 136.249 15
405.235 138.922 11
132.768 139.821 14
396.014 140.242 5
137.469 138.732 23
297.51 142.178 2
200.42 143.57 26
287.704 142.911 2
366.351 143.606 13
191.323 143.805 22
196.801 144.251 3
228.563 146.234 47
403.559 143.82 7
493.999 144.521 2
141.819 146.218 7
236.39 146.563 1
211.287 152.844 30
361.457 149.222 21
122.571 147.588 8
191.443 149.056 3
285.814 148.516 2
403.864 149.452 18
306.537 151.579 6
275.77 152.152 3
231.439 153.099 6
222.35 154.871 13
293.256 155.992 24
136.714 157.301 1
401.857 158.736 13
37.8501 160.227 25
494.782 161.787 6
224.45 161.17 2
440.871 161.19 3
448.884 161.853 5
206.666 163.615 16
258.89 164.744 4
32.9249 165.358 13
41.7142 165.647 11
287.937 163.553 5
149.808 163.175 4
182.887 164.987 5
145.432 166.943 8
197.078 164.753 32
445.151 166.09 17
2.72082 165.389 1
381.005 167.415 35
202.824 167.131 4
365.076 168.513 6
375.946 167.901 1
193.335 168.564 19
448.937 168.862 1
141.571 171.362 24
183.13 170.268 16
282.755 171.208 34
385.582 170.278 1
226.289 172.776 1
122.888 172.723 5
256.343 174.644 2
448.706 176.782 13
279.969 177.78 11
441.694 182.947 2
151.214 183.649 3
221.575 182.786 5
145.886 186.517 2
138.254 187.895 25
506.775 187.191 1
502.504 187.944 1
146.972 190.497 20
264.069 192.558 34
154.291 196.573 6
395.368 196.005 12
143.968 195.406 8
109.363 196.353 4
258.283 196.587 21
155.312 197.793 7
378.857 202.106 18
141.87 199.359 23
150.005 199.001 16
228.22 199.735 2
257.772 203.089 3
392.685 200.969 2
135.685 202.472 50
146.319 202.643 13
224.582 202.717 5
441.378 203.936 7
159.312 205 6
449.86 202.302 6
151.834 203.47 29
121.153 204.96 5
265.105 206.097 10
125.848 206.196 12
240.672 206.928 5
136.765 207.096 16
392.994 207.752 6
271.372 209.024 1
501.053 208.92 2
210.748 210.344 5
366.944 210.238 2
449.119 211.728 1
138.338 211.653 19
116.077 213.386 5
391.642 214.08 7
257.471 214.414 1
139.487 216.695 34
254.219 218.045 11
171.213 218.204 13
107.098 218.578 1
145.005 218.607 4
156.463 219.207 14
258.281 220.002 1
453.146 220.482 4
164.104 222.797 27
179.592 221.782 14
258.911 223.889 2
139.172 224.897 2
148.402 225.75 7
160.019 226.447 23
179.026 225.969 17
308.856 226.029 1
83.7309 227.045 4
244.249 227.938 5
453.53 228.444 2
87.8086 229.436 6
145.736 229.245 6
155.536 229.939 7
249.901 231.347 16
173.387 230.832 22
183.38 229.895 14
44.1106 231.598 7
82.4962 231.052 1
141.8 231.503 11
441.585 232.68 6
449.359 233.897 12
259.867 233.815 1
76.677 233.59 1
244.666 233.49 2
38.2285 234.283 10
386.304 233.517 3
177.11 234.745 22
182.491 235.017 5
148.411 235.778 15
241.982 236.638 6
145.021 238.713 46
453.294 239.667 3
170.391 238.711 16
175.232 239.994 3
187.573 241.113 13
193.051 241.575 6
233.014 243.013 13
146.728 245.151 47
169.982 244.076 8
34.8294 244.342 1
440.751 244.35 4
38.9637 245.408 13
385.296 245.146 16
48.0125 247.051 12
180.033 245.674 1
229.252 245.661 7
244.183 245.73 9
53.192 247.512 11
164.485 247.229 5
259.571 247.744 2
146.932 247.935 9
56.8752 250.507 12
199.467 249.034 26
45.5933 250.131 2
155.396 250.099 16
174.826 250.239 4
15.4605 250.701 1
21.1206 250.607 4
180.304 250.659 14
382.34 250.482 1
160.196 250.847 4
347.944 252.392 16
66.4528 252.325 7
149.163 252.75 28
228.781 252.675 1
368.292 252.737 1
61.4603 254.13 27
154.927 254.689 4
173.903 254.188 3
207.383 254.836 22
343.547 254.552 17
216.802 257.331 19
258.889 256.638 3
243.102 257.752 4
169.32 257.899 4
210.803 258.872 30
151.821 258.249 8
223.448 259.963 6
158.158 260.073 15
201.744 260.985 34
216.89 260.107 2
39.0575 262.724 9
164.215 261.184 3
186.748 262.97 15
452.977 261.389 3
210.875 262.236 2
344.617 262.498 6
44.5734 264.077 10
74.0918 263.884 25
197.822 264.094 13
258.12 263.201 2
236.722 265.474 51
20.0494 264.884 1
154.58 264.182 15
228.538 265.577 7
378.107 264.819 13
181.1 266.668 20
220.6 267.888 14
55.3629 267.883 14
168.858 266.598 2
214.016 267.965 13
226.668 267.307 5
17.1858 268.477 4
193.931 268.31 15
200.888 268.137 20
51.3887 268.209 3
211.21 268.651 32
237.367 267.969 8
37.9455 268.991 12
72.0204 268.738 6
178.028 269.869 6
43.544 270.182 7
67.5696 270.232 2
452.91 270.419 4
56.3637 269.621 6
219.023 271.119 10
235.598 271.045 3
345.636 270.783 6
10.3512 271.026 1
157.331 270.766 16
191.579 272.198 3
213.318 273.045 4
48.3905 272.91 9
177.985 273.805 4
210.05 273.388 6
24.9749 274.278 5
182.77 273.987 8
203.893 274.234 11
69.5552 274.457 1
54.5262 277.128 14
66.2301 275.828 4
236.191 275.864 14
448.267 275.833 1
250.036 279.447 19
178.408 279.956 17
202.85 279.822 15
238.805 279.142 7
254.712 280.321 5
63.1173 280.498 19
194.882 280.702 11
346.762 280.549 27
82.5338 281.502 8
188.283 281.778 8
433.381 280.243 8
207.376 282.251 10
221.866 282.678 3
229.246 282.945 12
241.472 283.375 9
198.146 284.439 19
212.921 284.425 13
4.86051 284.864 1
182.254 285.725 17
192.78 285.994 14
351.236 285.815 15
499.233 285.334 3
53.7475 286.611 8
217.967 285.867 1
21.3822 287.01 7
46.0397 285.362 3
457.287 286.321 7
16.0955 287.549 1
377.662 288.823 13
196.376 289.194 13
206.225 287.551 11
227.05 290.118 23
46.6425 290.041 4
240.002 290.705 6
347.71 290.635 9
202.405 291.139 5
215.847 291.095 15
253.567 291.094 3
356.729 291.341 1
11.8918 291.743 1
71.1274 291.871 1
185.487 292.151 32
452.583 291.717 2
37.2492 292.765 8
222.299 292.545 1
50.4395 293.064 14
198.243 293.869 3
209.561 294.125 7
352.938 295.399 16
42.0103 295.716 6
86.7421 295.38 7
447.916 295.824 2
239.033 296.724 3
204.814 296.46 1
11.6773 297.579 1
54.6676 298.91 4
246.547 298.957 18
349.328 300.044 14
60.3741 301.51 4
201.04 299.848 9
188.678 300.408 14
88.5258 300.994 1
221.189 300.148 4
50.5301 301.322 10
234.178 301.535 14
377.331 301.224 7
66.6923 302.692 6
11.7288 303.158 2
36.9924 303.877 1
248.505 303.507 1
20.4148 304.253 2
58.6855 304.149 9
88.2305 303.998 2
452.33 304.008 1
254.4 304.937 1
279.025 304.541 9
15.225 305.427 1
83.1763 305.668 2
221.196 305.207 8
237.574 305.272 1
487.786 305.508 4
501.663 305.87 3
212.428 305.738 2
245.437 306.493 5
358.43 306.109 4
29.0755 307.014 2
34.2917 307.141 4
197.46 307.12 7
295.284 307.484 5
351.691 307.906 3
379.419 306.88 9
23.2994 307.604 2
40.3443 307.483 2
57.925 307.904 2
69.1402 308.281 6
215.967 307.979 1
322.66 308.057 15
449.105 307.974 3
191.404 308.212 7
506.61 308.272 1
63.9944 308.607 7
384.845 309.339 5
90.3923 309.574 1
372.578 309.671 2
229.887 310.018 2
211.624 310.478 1
269.341 310.837 7
295.82 311.016 2
311.334 310.972 3
346.807 311.027 4
75.6297 312.205 1
323.887 312.467 1
355.782 312.567 1
224.703 313.337 1
37.52 313.568 1
62.8474 313.397 1
377.821 313.915 1
207.022 314.304 1
228.556 314.861 1
233.776 314.728 1
243.993 314.941 1
386.776 315.293 3
452.344 314.957 1
344.948 315.614 1
363.216 315.221 2
367.627 315.585 1
200.324 315.862 3
279.592 315.494 1
290.513 316.207 1
23.0942 316.506 1
28.9201 316.374 2
50.5637 316.475 1
66.5312 316.939 2
194.427 316.5 1
249.64 316.766 1
34.5389 317.028 1
78.9583 317.483 1
274.021 317.521 1
300.12 317.033 1
354.222 317.023 1
73.8678 317.757 1
205.236 318.717 2
90.5051 318.952 1
227.188 319.439 1
245.244 319.281 1
20.1145 320.035 1
31.9972 320.275 2
69.9852 320.2 1
83.981 319.875 1
482.039 319.901 1
342.535 8.16062 1
350.575 7.68554 1
359.676 8.15412 1
331.077 9.13401 1
367.628 10.7415 1
496.049 10.9708 2
426.815 12.1925 1
211.705 14.486 3
196.045 14.9589 3
468.146 14.8465 1
446.898 20.8656 6
472.708 22.3946 10
369.648 24.6985 25
415.994 26.7755 12
252.303 32.7474 3
482.967 34.612 10
442.803 40.1308 14
477.251 41.6908 10
272.586 46.4811 14
441.675 49.6236 25
448.619 66.821 3
127.123 85.6809 64
272.196 89.2043 13
156.32 93.0904 6
498.186 95.0308 7
452.968 100.984 16
217.331 100.48 24
460.772 100.066 2
124.314 104 13
227.547 104.93 17
411.276 107.192 13
185.549 108.73 21
505.503 117.005 2
368.338 121.778 32
375.259 122.875 35
280.517 129.68 18
366.058 132.173 5
300.349 136.266 1
498.012 135.934 7
458.841 137.927 12
245.876 139.794 22
210.217 143.732 38
380.675 146.99 3
221.992 150.17 27
367.769 154.858 42
472.952 173.566 23
377.33 178.927 26
228.663 180.536 3
482.851 188.349 1
367.674 193.763 41
374.878 192.334 32
483.867 195.302 21
368.513 199.672 18
199.721 208.72 8
379.59 208.513 6
490.374 216.245 20
96.0885 220.855 21
370.196 234.707 33
465.496 236.349 3
338.431 239.287 21
500.123 243.279 3
502.3 248.898 2
353.361 252.217 6
494.323 259.269 1
371.613 266.345 17
448.899 265.336 8
367.639 276.805 8
46.7116 277.357 12
53.1638 279.75 4
35.5893 282.365 11
449.145 287.609 14
422.736 287.977 9
255.612 297.403 4
477.384 312.681 2
388.34 319.599 1
490.648 11.7754 1
100.406 12.7307 7
132.722 12.5705 1
15.8366 15.1123 1
30.8288 14.808 5
170.929 24.2 2
503.487 28.779 1
255.546 28.7159 5
157.445 31.4597 6
436.818 41.6734 11
266.174 46.1864 8
135.582 47.1101 5
502.973 71.4406 1
505.926 83.0865 1
220.172 84.7586 4
242.459 84.3946 8
446.391 86.3046 9
162.409 88.9479 2
506.885 88.6496 1
482.268 88.8161 18
471.901 89.4831 16
186.781 105.079 2
399.695 107.495 10
376.519 106.864 12
283.629 110.195 2
297.148 114.217 21
124.6 117.032 19
244.55 121.128 5
385.564 122.725 24
502.065 127.277 5
222.255 138.732 33
138.648 140.94 1
362.745 150.77 1
288.766 153.284 6
5.57294 158.218 1
209.614 154.524 14
200.597 160.201 9
233.126 162.477 6
462.747 162.825 11
445.75 168.658 5
370.41 175.786 22
467.685 176.384 15
274.279 179.13 5
473.613 184.277 12
362.583 198.285 2
100.662 199.368 5
115.754 207.64 25
131.371 210.994 4
385.962 216.768 8
484.598 215.724 10
314.695 224.003 13
487.643 226.581 4
244.533 230.593 5
240.769 233.469 11
335.742 243.226 3
379.763 244.66 4
496.129 249.53 2
349.522 254.04 1
376.806 256.106 12
146.708 258.925 3
355.821 261.982 1
506.124 265.555 1
342.249 266.469 22
152.81 270.178 6
462.913 274.356 11
233.708 280.243 14
251.081 281.231 2
77.1173 282.197 9
494.695 283.317 8
176.416 285.818 1
372.932 291.618 4
343.826 294.674 12
86.9698 314.047 1
440.918 7.31267 1
420.549 8.4385 2
472.137 8.15726 1
344.237 9.78613 1
399.058 9.41089 1
370.06 10.8544 1
322.61 11.5638 1
296.842 13.0805 1
253.914 14.8876 1
269.094 15.4424 1
428.362 14.9284 1
472.066 11.6508 1
177.945 16.9629 1
134.274 18.1103 1
145.049 18.8798 1
157.963 18.3638 1
6.278 20.5275 1
27.1232 20.3785 1
42.8295 18.2764 5
439.61 20.9581 1
471.61 24.7172 1
237.643 24.1917 6
404.445 28.4314 1
417.014 28.4988 1
170.176 30.5877 4
379.043 30.4385 1
454.067 36.5761 3
484.016 36.5741 2
267.547 37.6631 3
370.202 45.4581 2
275.172 46.8421 2
142.398 48.498 4
284.665 65.8024 10
507.455 63.9183 1
466.229 65.084 2
439.68 66.4338 1
287.045 75.5183 2
124.758 76.6396 2
440.5 80.7115 2
286.498 86.8487 5
431.506 86.0699 1
138.844 88.3292 12
418.55 88.899 8
192.587 90.6732 23
209.64 93.5899 5
227.853 94.1558 7
132.046 93.9305 7
159.205 94.8569 1
476.598 97.1421 5
486.612 97.0564 5
506.108 96.6744 1
200.264 99.8929 10
245.845 99.8598 2
443.02 100.157 1
218.223 102.807 7
154.957 103.596 7
495.5 110.98 2
252.273 110.447 8
168.871 112.939 1
214.778 112.836 11
242.14 114.462 10
402.334 116.42 13
444.232 112.964 1
235.015 119.983 27
139.699 118.908 27
270.844 119.207 1
369.225 122.732 1
428.445 124.188 16
304.081 125.632 1
457.626 130.469 32
244.457 132.251 2
287.736 131.694 2
445.764 131.696 1
230.959 133.999 5
368.068 134.164 1
496.084 136.847 1
429.649 142.656 1
356.148 144.592 5
367.933 143.962 3
188.367 146.718 7
259.62 147.164 2
390.955 149.934 4
436.365 150.567 23
210.796 153.352 1
307.44 153.392 2
465.533 154.975 6
120.625 155.768 4
224.164 157.063 4
292.181 160.031 9
129.126 160.563 24
117.477 164.018 19
497.625 163.606 1
44.7449 166.166 7
261.354 166.923 3
31.7665 167.212 1
5.7142 168.652 1
224.175 168.299 16
366.255 170.09 1
435.263 171.251 6
282.589 173.173 2
129.381 174.442 5
474.765 174.443 3
155.294 174.504 1
399.378 178.541 6
386.698 183.137 24
414.474 189.395 1
138.476 190.792 4
387.804 190.803 43
238.639 195.775 2
264.133 197.064 23
396.701 196.851 1
381.149 202.122 1
227.938 204.69 1
259.053 205.618 5
162.379 207.783 22
503.88 211.225 1
370.181 214.562 4
492.11 215.733 1
261.317 224.571 1
99.9781 226.567 4
496.248 231.555 2
90.3239 231.195 1
250.857 233.433 10
319.171 230.904 2
442.724 235.179 3
449.502 235.45 4
39.1812 237.238 3
145.445 237.991 2
184.275 237.624 1
218.349 238.844 50
468.022 238.284 1
340.998 239.382 1
232.102 244.628 1
386.583 244.479 6
23.4361 245.064 2
38.344 247.913 3
467.674 247.272 2
51.2103 250.816 3
57.1343 253.641 4
69.65 256.794 8
213.093 259.888 5
9.75051 260.008 1
200.717 262.989 5
346.591 261.211 1
75.4564 263.689 3
182.208 267.247 2
379.126 268.191 5
469.799 268.961 3
201.404 270.421 3
17.838 270.629 1
159.783 271.757 3
29.2315 274.356 14
185.753 275.021 5
228.88 275.04 29
168.06 277.296 32
180.479 279.881 1
14.9576 281.415 1
84.7494 280.97 1
348.905 281.676 2
507.743 281.307 1
256.813 282.491 6
492.775 283.591 2
184.098 286.676 2
207.985 286.749 3
501.447 285.877 1
54.5738 289.222 2
186.878 293.021 1
402.411 293.451 3
350.785 300.857 3
256.796 303.161 1
91.8777 306.679 1
279.284 306.671 1
488.873 307.945 1
70.4542 309.88 1
194.98 310.835 1
348.886 312.957 1
258.157 314.655 1
358.891 10.7428 1
472.591 13.7213 1
448.135 25.1379 1
455.052 88.7997 2
275.292 92.1775 8
185.562 100.643 5
302.611 103.799 7
183.259 118.641 2
117.663 139.035 4
145.735 148.233 29
379.91 150.87 7
211.416 155.409 1
186.033 170.678 3
486.165 194.533 1
181.329 204.928 8
228.681 211.137 4
485.853 259.012 6
56.687 279.429 3
61.7016 11.8302 1
20.3666 14.1955 1
437.013 32.1924 8
490.546 46.9947 1
133.819 49.5525 1
433.12 50.0066 3
122.686 66.1332 4
203.236 83.2441 3
490.329 88.5775 3
382.986 108.041 14
286.126 109.167 2
395.765 107.356 5
115.503 111.677 11
208.104 111.506 9
299.486 119.679 2
388.145 124.473 1
499.038 127.696 1
359.203 135.493 9
109.847 149.131 8
361.363 156.287 9
459.895 155.838 11
281.84 163.43 2
221.894 197.022 21
436.479 198.942 14
208.324 200.982 8
482.75 208.157 1
363.434 212.9 3
132.943 219.992 1
49.9041 224.401 2
363.765 227.35 2
236.626 247.316 3
493.029 243.639 2
364.003 258.698 5
149.093 265.981 1
165.016 273.413 2
372.685 293.936 1
330.015 15.3851 1
354.612 14.7346 1
250.759 19.1254 2
277.705 18.7227 1
165.872 21.6568 1
431.722 19.9396 1
50.3839 23.9626 1
137.85 22.942 1
22.8711 25.538 1
449.129 27.1491 1
473.067 30.9217 1
173.626 34.8849 1
390.449 35.3405 1
258.32 43.4887 1
445.569 51.3707 1
142.142 56.3907 2
129.858 84.4073 3
292.209 81.3291 4
211.421 95.0444 1
231.396 95.9078 3
483.898 101.301 1
126.703 102.779 1
220.666 113.087 5
156.807 122.244 10
400.281 120.563 9
120.034 126.614 4
235.871 124.706 6
373.835 125.999 10
413.866 133.798 1
463.045 134.882 2
308.681 138.319 9
189.283 139.308 8
247.639 136.843 31
500.338 141.2 1
409.612 147.222 1
229.783 148.438 2
147.854 150.924 4
265.478 152.841 1
26.3286 175.042 1
51.6226 173.514 1
189.638 175.237 1
139.146 175.106 16
287.85 176.362 1
478.78 176.455 2
452.659 179.362 2
380.869 182.917 4
403.411 186.848 3
123.182 191.923 5
271.387 197.091 8
370.907 198.624 1
141.742 203.495 15
453.466 204.71 2
271.002 216.821 1
496.439 217.236 1
60.2185 231.744 1
321.018 236.13 1
373.518 235.207 12
251.99 239.266 3
449.318 238.032 2
219.942 240.869 1
150.657 241.307 2
483.283 261.93 1
82.7964 267.112 1
186.681 268.469 1
220.105 273.709 2
49.733 281.202 2
173.15 281.792 5
383.166 283.84 1
437.17 285.488 1
476.495 287.447 1
450.598 290.788 1
94.7852 293.246 1
421.45 291.499 1
260.653 294.119 1
409.877 297.68 1
379.552 19.1274 1
272.829 65.6219 1
453.732 76.7163 1
461.016 112.752 2
492.145 194.422 1
19.7643 275.153 1
200.802 79.5923 1
237.342 80.8636 1
391.886 104.842 2
112.213 111.37 6
357.039 134.901 3
106.258 143.123 3
448.257 156.41 1
362.856 171.915 5
214.019 196.006 4
482.294 214.667 1
357.907 244.16 1
61.5638 267.309 1
143.643 263.111 2
249.378 273.202 1
371.423 280.746 1
345.978 25.736 1
465.228 19.2441 1
287.362 31.4097 2
63.1332 32.0149 1
125.062 32.451 1
407.675 46.0245 1
480.228 47.0104 1
454.384 73.1431 1
138.624 83.2425 3
172.738 104.494 3
239.669 102.091 1
469.398 132.129 1
418.222 157.127 1
232.072 161.046 1
288.248 197.186 1
119.992 211.829 3
381.856 210.19 3
295.86 238.144 1
460.67 239.098 9
73.2339 238.569 1
318.805 245.003 1
391.692 285.363 1
272.418 284.391 1
291.64 35.1241 1
417.469 49.3395 1
273.787 98.204 1
472.284 132.325 1
389.786 138.973 1
165.793 243.878 4
221.776 74.9357 1
216.929 191.302 2
96.6009 200.192 1
88.3218 52.7951 1
330.406 62.5313 1
161.639 107.116 1
268.709 110.37 1
320.719 195.795 1
106.436 247.327 1
309.109 266.461 1
354.334 79.6303 2
99.8376 185.618 1
415.546 21.7906 6
365.502 28.6643 8
402.494 106.962 1
236.3 107.559 8
374.445 107.467 4
192.225 136.201 13
208.37 138.099 8
221.041 137.137 5
109.519 189.744 3
12.441 249.522 2
234.856 258.953 3
47.9921 269.003 2
262.369 20.2414 6
151.184 22.4907 11
154.709 30.441 2
369.101 43.2976 1
265.34 44.5837 1
476.062 62.2611 1
147.812 90.468 9
175.898 96.5042 15
203.654 118.266 6
117.886 125.824 3
167.402 126.361 6
386.091 150.733 3
40.9438 155.147 5
273.906 160.045 2
183.489 163.083 1
221.916 167.17 8
214.13 175.064 9
385.807 175.504 16
247.532 202.716 3
132.092 210.291 3
206.113 210.415 2
234.528 210.273 3
371.936 240.724 4
453.3 251.356 2
200.142 255.26 15
27.5333 273.296 2
188.598 270.643 5
227.639 273.464 1
170.275 274.592 2
456.705 281.21 4
68.8456 295.692 1
79.0667 295.992 3
452.334 299.481 1
428.989 32.1571 1
416.568 89.2076 4
456.848 127.133 2
371.198 164.601 34
122.625 194.863 3
171.195 200.049 5
183.578 204.846 4
493.731 229.495 2
480.86 234.758 17
488.519 29.9532 1
459.194 70.1634 1
189.518 82.5382 10
389.095 108.55 9
113.615 114.445 5
377.824 162.313 13
396.757 162.483 2
121.291 165.832 3
390.608 194.14 1
200.262 198.958 14
479.818 202.061 7
385.909 217.675 2
55.4994 243.265 1
180.102 293.781 1
477.682 46.3026 2
141.298 51.5157 2
464.844 76.4132 3
369.303 86.2331 9
242.173 90.3131 9
132.94 95.7379 1
466.394 109.267 1
403.021 115.505 1
263.694 116.058 8
180.884 115.385 7
409.282 127.287 8
125.185 131.878 5
280.383 133.197 3
