3828 47508
888.265 36.4112 1
226.808 67.1098 73
221.963 75.7466 9
852.101 75.3689 3
230.189 90.2628 119
231.052 86.5897 1
218.197 90.8504 16
819.741 92.6497 4
886.158 99.2257 2
616.606 101.748 18
269.52 103.676 16
626.171 104.244 9
174.831 111.851 50
636.104 109.814 27
765.525 108.089 40
871.487 109.485 2
222.05 110.682 39
270.222 110.483 4
809.879 107.834 26
826.648 111.486 13
245.856 113.815 89
826.927 112.22 3
834.469 112.701 6
730.85 112.983 1
737.472 113.156 3
857.977 113.868 12
193.147 114.253 25
693.006 114.281 3
707.67 113.709 5
573.651 110.712 27
172.894 128.274 34
202.451 120.902 44
230.554 121.359 14
597.371 118.132 75
701.981 128.418 5
277.598 132.513 241
193.261 129.668 43
608.108 125.628 20
640.705 126.346 5
202.036 128.352 3
654.591 127.884 4
159.322 129.293 44
692.717 135.357 40
267.745 132.248 23
299.271 138.615 73
302.448 139.324 15
186.962 135.29 16
278.59 133.817 1
174.895 140.031 15
228.443 141.72 36
196.363 140.373 35
162.432 147.588 49
267.661 145.472 17
315.393 145.793 46
157.682 146.576 1
360.922 144.904 74
540.129 151.529 42
218.953 135.812 59
314.496 147.416 4
337.028 151.843 61
165.722 154.981 28
547.407 153.689 8
564.156 157.728 44
353.761 154.098 63
357.94 154.474 2
255.052 160.066 94
344.364 151.274 6
322.733 156.998 40
269.259 156.898 37
275.628 159.232 8
353.4 160.429 1
379.959 165.619 138
544.18 165.693 93
311.117 162.809 20
551.427 171.38 46
169.649 171.019 82
221.514 169.719 65
382.567 167.186 13
547.185 171.584 6
366.813 180.063 73
573.934 174.2 59
201.327 166.466 19
346.682 168.089 54
309.844 178.103 44
561.012 172.287 13
569.61 175.062 6
271.654 173.674 60
404.653 173.062 80
535.978 180.414 17
118.733 174.732 19
135.478 174.27 58
151.892 175.708 29
222.738 180.023 67
243.511 170.281 65
53.5467 176.336 17
60.6242 174.946 17
69.3549 179.828 39
103.942 175.011 9
238.751 182.177 36
40.0354 176.771 6
586.791 174.472 56
201.851 178.762 33
239.239 181.967 3
267.542 179.487 101
388.373 179.075 48
218.739 181.272 13
179.152 183.709 40
211.863 192.123 21
541.828 191.135 60
815.527 185.654 65
197.583 188.316 32
364.286 181.208 38
686.831 193.495 49
683.308 197.048 57
712.7 187.483 7
802.704 193.078 98
352.296 188.38 26
567.302 196.074 132
651.593 193.678 104
659.461 187.303 23
668.812 189.58 50
602.721 189.228 45
607.906 199.34 38
613.791 189.098 21
633.785 196.482 51
639.964 190.105 2
38.7282 191.072 5
91.7361 197.59 36
105.228 190.952 8
587.578 190.178 40
814.874 188.179 8
19.9538 192.443 4
415.7 197.059 157
450.763 189.742 79
534.656 198.079 82
555.62 190.604 21
220.393 198.173 18
