15144 27674
627.154 357.807 2
128.536 359.11 1
321.071 358.884 4
214.778 360.185 3
467.706 360.159 2
677.087 359.533 4
743.341 359.711 1
788.456 359.581 1
21.2634 361.075 3
136.817 361.071 7
516.703 361.378 8
587.083 361.181 2
699.047 360.91 1
769.815 361.128 3
392.979 361.925 2
727.87 361.925 1
163.512 362.9 2
287.978 363.201 2
525.783 363.279 2
52.2392 363.769 4
86.1224 366.37 4
362.182 365.587 1
565.657 365.93 1
214.972 367.561 2
262.754 367.728 1
350.797 368.678 3
541.108 368.024 6
104.688 368.634 1
501.476 369.215 4
462.497 370.012 1
674.824 370.112 2
101.213 370.94 10
203.365 370.45 15
453.889 371.207 3
469.225 371.186 2
139.58 372.288 4
162.755 371.792 2
373.267 370.845 11
443.567 371.522 9
528.422 370.648 7
337.884 373.085 1
418.958 372.101 5
68.5273 374.102 2
84.3519 373.795 2
402.979 373.74 1
192.94 374.818 10
219.567 374.746 3
232.007 374.817 2
365.566 375.375 2
204.215 375.7 1
315.324 376.144 6
771.933 375.568 4
102.086 377.074 1
150.826 377.059 1
171.672 376.25 5
299.756 376.333 9
326.114 377.05 1
331.431 376.837 1
162.829 378.446 2
281.306 377.567 9
271.506 377.952 9
84.8319 379.7 1
240.826 379.676 1
460.81 379.884 1
516.847 379.525 3
612.793 380.529 1
473.855 381.548 1
46.0647 380.928 5
403.503 382.878 2
312.248 385.255 1
425.178 384.528 6
149.979 385.387 5
784.831 386.468 1
144.229 386.628 1
776.265 386.585 3
790.734 387.186 1
452.253 387.875 4
251.887 388.68 1
128.649 389.713 10
678.924 388.515 13
759.421 389.528 4
768.878 389.611 1
40.9975 390.323 5
369.666 391.577 2
555.948 390.671 1
743.701 391.498 2
753.122 391.275 2
666.754 390.701 8
696.418 391.826 3
703.473 392.098 3
711.46 392.087 1
722.325 391.502 8
729.758 391.522 3
383.517 393.069 5
576.716 392.496 1
19.5633 394.107 2
85.6807 394.016 2
117.886 393.088 6
403.425 393 6
388.954 395.231 1
53.7326 395.76 2
131.83 396.286 3
531.21 396.647 5
535.409 396.921 1
582.877 396.693 4
550.176 397.356 5
614.618 399.202 1
653.867 400.067 2
57.1536 402.821 2
43.2673 403.76 3
169.996 407.273 1
75.8128 408.221 1
603.982 409.03 2
610.345 408.667 2
55.4153 409.675 1
36.4258 411.191 1
28.7952 412.802 1
17.4089 414.145 1
21.7737 414.423 1
169.078 413.612 1
6.7683 416.411 1
154.819 415.985 5
790.22 416.603 1
118.991 417.852 6
137.073 417.691 9
655.892 417.958 1
88.4963 418.846 4
164.237 418.945 1
784.324 418.826 1
65.4125 419.966 1
175.881 420.271 1
70.6076 421.507 3
155.176 425.566 2
55.5691 427.315 1
144.537 427.602 3
678.024 428.108 9
764.19 427.571 1
686.041 430.041 4
736.986 429.6 2
119.169 431.444 2
111.539 431.904 5
23.9692 432.976 1
94.6846 435.387 1
88.4762 437.187 1
81.338 438.201 1
74.6982 438.328 7
62.1529 439.953 6
53.5784 442.415 3
45.6778 443.907 2
29.4377 446.009 1
13.5115 448.548 1
560.734 113.239 2
760.369 118.33 3
577.214 121.734 2
691.753 125.649 12
555.823 125.369 1
544.892 128.539 1
678.155 129.447 2
698.813 131.747 1
671.231 132.742 3
693.485 134.009 1
759.335 134.348 3
777.552 139.639 1
550.449 141.474 14
688.456 140.945 1
537.189 143.269 2
679.161 143.413 6
758.896 147.524 1
734.242 147.449 1
789.431 148.351 1
703.233 150.232 1
536.129 149.258 1
549.343 150.157 4
561.283 151.126 1
650.213 151.148 10
658.853 151.185 4
690.75 152.051 1
542.667 153.218 1
725.314 152.995 3
752.827 152.356 10
730.77 154.574 4
782.667 155.118 1
770.011 157.987 3
718.924 159.265 1
755.73 161.228 4
701.139 161.425 2
681.487 165.789 4
739.073 166.17 5
708.423 167.081 4
785.582 168.424 2
555.873 169.352 18
583.047 174.447 1
651.075 173.696 1
722.334 174.617 1
779.297 175.127 1
634.896 177.38 4
773.217 176.144 1
741.167 176.814 1
765.734 178.826 6
793.508 178.678 1
649.496 179.704 4
150.948 181.99 17
605.131 181.444 1
706.275 180.929 9
583.104 181.999 10
658.08 182.514 1
746.525 184.083 1
613.857 185.184 1
641.676 185.412 1
742.18 185.624 1
776.834 185.143 1
793.035 185.219 1
154.572 186.287 1
628.807 186.039 1
144.216 187.162 5
588.806 188.509 3
741.35 187.483 2
677.436 189.766 1
722.125 189.521 4
138.761 190.974 2
163.187 190.537 1
776.926 191.149 2
734.345 192.081 3
577.324 193.673 1
687.944 193.562 4
593.379 194.585 3
727.169 195.268 1
757.016 195.09 4
771.54 195.669 4
149.713 195.636 4
650.428 196.434 2
166.033 196.231 4
624.182 196.448 1
666.364 196.889 6
743.715 197.979 1
137.127 200.107 3
632.388 200.9 21
728.654 201.98 9
482.22 202.059 2
739.245 201.886 6
95.2483 203.062 2
12.3794 204.364 1
564.689 204.208 5
149.14 204.844 1
575.852 204.98 1
703.161 204.717 3
754.548 205.04 1
782.863 204.659 1
530.244 206.869 6
156.246 207.788 6
572.877 207.542 2
186.961 208.498 6
482.138 208.746 2
659.084 208.929 9
736.978 208.961 2
176.044 210.674 3
621.241 210.4 3
109.812 211.309 2
605.037 211.206 1
774.624 211.163 4
8.049 211.881 1
23.4322 211.932 3
90.5466 212.489 2
715.609 212.503 7
725.521 212.539 2
757.177 212.249 1
139.055 213.052 3
587.485 213.052 2
132.296 213.826 1
745.765 214.024 3
564.537 215.18 9
437.233 216.396 1
668.258 216.108 1
190.884 218.031 3
480.946 218.205 2
492.486 217.894 4
525.617 218.231 4
535.43 218.187 1
607.316 218.041 6
694.866 217.832 7
162.153 218.342 4
785.12 219.02 1
680.025 220.562 2
772.598 221.738 3
116.524 222.811 1
437.641 221.956 5
623.607 223.214 1
658.109 223.214 1
12.0422 224.318 1
195.092 224.473 2
204.436 223.618 2
417.299 225.564 9
430.055 225.107 1
521.13 225.123 1
26.759 226.593 6
122.082 226.568 4
493.433 227.021 9
507.02 225.588 4
690.588 225.886 3
132.046 227.702 3
166.82 226.63 4
182.542 227.4 1
564.89 227.772 2
745.329 228.243 2
89.4586 228.862 7
478.291 229.14 2
675.724 229.245 1
174.106 230.692 5
424.612 230.354 5
546.832 230.156 4
71.8898 230.661 3
788.819 230.882 1
637.601 232.355 2
112.116 232.853 3
80.2112 234.43 6
142.833 234.189 4
183.429 233.961 1
218.889 234.177 2
594.254 234.188 6
676.206 233.895 6
64.3075 235.572 2
190.286 236.092 5
439.456 235.335 5
538.586 235.426 1
487.621 237.675 15
673.202 236.947 2
685.672 237.016 3
696.479 237.071 2
124.578 238.629 4
174.855 238.208 3
414.141 238.459 1
103.57 239.942 4
235.481 239.343 2
600.502 239.182 2
638.533 239.524 1
712.755 239.599 10
432.261 240.136 1
544.438 240.938 4
199.185 241.33 1
354.189 241.761 1
663.048 241.898 5
726.859 242.445 1
72.7538 243.772 6
110.626 243.62 3
176.823 242.687 2
412.201 243.795 3
477.836 242.857 8
493.557 243.914 4
517.865 243.145 4
119.334 244.289 5
128.858 244.131 2
794.577 243.455 1
27.2683 244.655 2
146.52 244.832 2
223.187 245.01 1
433.168 244.502 1
733.817 245.285 1
425.821 246.866 3
589.916 245.391 8
597.284 244.74 1
158.741 248.098 8
553.986 246.682 5
621.021 246.883 3
658.557 247.32 1
246.083 246.895 9
350.65 248.785 5
366.335 248.106 1
527.258 248.558 9
124.629 249.357 3
185.102 249.268 2
788.639 248.899 1
408.917 250.098 4
442.285 249.971 2
642.468 250.21 3
88.6634 252.139 4
104.458 252.454 3
221.746 252.24 9
751.435 252.324 5
57.6451 253.55 1
176.976 252.791 2
507.214 252.874 7
758.524 252.524 4
126.535 254.531 2
137.012 254.63 2
163.035 254.807 1
210.802 255.069 1
237.344 254.888 4
368.937 255.264 6
427.913 254.483 4
579.759 255.839 11
615.483 255.175 1
729.903 255.542 2
28.44 257.313 1
109.717 256.801 1
116.319 257.392 3
227.314 256.471 1
254.578 257.193 5
476.135 257.316 1
567.649 257.201 2
51.4211 258.235 4
96.4004 258.05 2
151.986 257.949 2
511.27 258.731 1
516.917 258.834 1
671.729 258.651 1
45.948 260.734 3
218.5 260.372 2
575.519 259.357 1
131.494 260.742 1
759.535 260.625 3
346.93 261.892 9
415.216 261.486 2
469.17 262.812 6
118.521 263.194 2
251.265 263.589 4
494.657 262.792 1
194.999 263.574 3
206.202 263.739 4
407.526 263.774 14
502.423 264.011 2
25.7647 265.508 3
261.511 265.502 1
374.792 267.332 2
673.123 265.324 4
690.277 265.225 4
455.477 266.629 3
536.486 265.894 1
41.8953 267.447 5
223.375 267.45 2
774.779 267.183 1
48.6559 267.409 1
238.564 268.549 23
446.087 267.711 5
486.031 267.855 3
608.742 268.341 1
633.719 268.302 2
123.548 269.384 1
182.088 269.097 1
20.0966 269.91 1
512.749 270.174 10
93.1876 271.171 1
158.726 271.802 4
212.287 270.778 4
375.417 270.667 4
525.244 270.747 4
622.883 270.596 2
642.754 270.508 3
764.856 271.291 2
790.837 270.312 1
132.042 272.342 4
425.819 270.788 5
537.839 271.768 1
247.648 273.081 1
330.297 272.809 3
688.143 273.077 1
114.958 273.741 5
343.493 273.576 5
413.88 274.01 2
43.1272 273.977 3
545.429 274.678 1
666.01 275.541 12
38.8156 276.321 1
84.3816 276.658 4
206.463 275.927 3
468.246 275.937 1
484.516 275.734 2
10.0464 277.326 1
147.91 276.822 5
213.924 277.112 2
265.26 276.69 2
557.432 276.9 4
572.585 276.797 1
599.771 277.301 1
161.812 278.054 2
588.425 278.271 1
52.6514 278.554 3
190.371 278.838 4
222.972 279.076 2
325.306 279.068 9
339.86 279.054 1
620.489 279.268 2
58.6638 278.554 2
76.1056 279.649 2
139.18 280.22 4
238.298 280.277 5
390.847 280.47 2
501.76 279.958 2
524.077 279.927 1
117.364 280.996 4
461.305 281.009 13
512.798 280.468 2
681.996 280.807 2
275.699 282.128 2
283.384 282.556 4
96.756 282.771 2
549.806 283.375 2
656.002 282.762 17
720.513 282.55 1
739.189 282.896 4
791.852 283.481 1
457.045 283.794 1
622.032 284.507 4
36.6134 285.099 4
495.889 285.432 3
589.254 284.32 5
49.0994 285.704 1
87.5114 286.41 2
160.097 286.246 1
446.603 285.64 4
465.813 286.771 4
76.1423 288.294 4
140.077 287.41 4
417.459 286.138 5
609.879 287.385 1
734.445 287.018 2
101.096 287.954 3
319.853 289.179 4
600.735 288.116 2
785.462 288.009 1
185.424 289.084 1
334.098 289.691 8
407.39 289.4 7
627.426 289.465 7
241.78 290.332 9
286.848 289.788 2
342.853 289.847 13
474.332 290.197 2
704.05 289.515 1
719.359 290.039 2
770.047 290.016 1
227.221 290.528 1
541.183 290.508 2
747.789 290.598 1
197.199 292.025 3
220.658 291.395 1
414.048 292.169 2
430.377 290.443 9
440.997 291.489 5
104.275 293.168 4
264.277 293.451 4
589.423 292.921 2
12.998 293.737 2
247.575 294.873 3
379.903 292.535 1
462.488 294.331 4
526.786 293.454 3
290.517 295.136 10
392.844 295.748 4
495.31 294.201 4
611.256 295.08 2
733.751 295.268 4
34.9646 296.03 4
308.217 296.205 6
299.156 297.148 2
770.486 297.082 2
792.956 297.923 1
5.59117 297.807 1
109.432 298.006 1
164.423 298.102 8
383.363 298.5 2
514.76 297.806 2
641.418 298.267 4
746.808 297.686 2
191.35 298.845 8
328.196 299.493 9
407.609 299.466 5
434.176 298.419 3
533.839 299.736 2
631.652 299.69 4
15.0593 300.896 1
97.931 300.783 1
210.379 300.943 2
453.725 301.114 2
720.552 300.509 5
785.487 301.41 1
76.3921 302.456 3
178.148 302.266 1
526.414 301.817 6
109.241 303.093 5
151.689 303.281 6
198.447 302.63 2
260.332 302.696 2
559.338 303.084 3
726.863 302.748 1
46.7604 303.529 5
602.514 304.303 1
277.548 305.29 3
314.456 305.738 9
470.034 304.42 1
541.509 305.099 2
756.038 305.542 9
25.1775 305.955 2
38.1015 306.014 5
265.859 306.623 5
477.918 306.894 4
589.412 306.42 2
104.818 306.523 1
203.254 307.056 2
390.386 307.481 2
436.779 306.005 8
535.763 307.936 5
609.444 306.646 2
776.505 307.206 2
793.153 306.681 1
565.487 307.403 1
94.5218 308.479 6
129.469 309.32 1
215.443 309.209 5
402.988 308.714 3
637.674 308.069 4
704.088 308.676 2
33.9939 310.211 2
384.637 310.046 1
624.475 310.073 2
11.6479 311.048 3
142.866 310.789 1
224.118 311.289 5
328.194 310.46 2
378.936 311.053 9
468.016 311.053 2
527.454 310.677 2
83.0445 311.56 6
164.769 312.392 1
19.6096 313.013 1
196.689 313.016 3
233.768 314.8 10
306.361 312.873 7
425.15 312.616 1
453.08 313.409 2
66.448 313.983 8
408.913 314.406 10
631.346 314.199 3
121.316 315.299 6
192.382 315.511 3
495.448 314.763 2
540.998 314.604 2
722.781 314.577 1
247.914 316.041 7
279.198 315.616 11
552.986 316.597 4
612.336 316.318 1
713.082 316.613 3
746.258 315.629 1
101.082 317.447 3
156.41 316.631 5
337.845 317.728 3
397.604 316.563 3
480.483 317.595 7
604.604 316.458 1
660.758 317.129 12
139.201 317.844 10
580.84 317.867 2
640.727 319.188 4
776.381 318.518 3
170.242 319.151 6
324.617 318.434 5
347.939 318.813 2
501.91 318.352 5
7.34226 319.955 2
43.9835 319.469 3
219.014 319.597 1
440.445 320.155 8
467.462 320.298 5
64.7157 321.957 4
187.649 320.766 14
211.329 320.608 6
263.502 321.006 2
431.399 321.493 2
200.052 322.356 4
361.455 321.629 2
452.21 322.296 2
474.685 322.328 1
668.45 322.048 2
382.472 322.862 2
619.595 322.716 4
649.271 323.488 1
74.4817 323.54 5
245.744 324.777 1
302.582 325.11 2
697.083 325.188 8
225.756 325.596 2
508.72 325.689 1
567.793 326.797 3
717.561 325.852 3
43.041 326.834 4
672.967 327.048 1
481.84 328.592 10
736.114 327.517 1
104.591 328.586 3
123.225 329.214 5
202.841 328.942 2
286.127 329.315 1
5.48901 330.282 1
18.53 330.286 1
90.8057 330.042 8
190.312 330.433 7
377.292 330.402 3
399.512 330.832 5
439.74 330.236 2
385.746 331.328 2
545.185 331.799 3
245.096 332.479 3
316.297 332.484 2
572.982 331.492 2
614.565 331.45 15
142.378 333.185 5
178.787 333.135 1
293.765 333.465 5
350.489 332.783 1
414.252 333.263 6
779.456 332.418 1
794.087 333.34 1
11.779 333.682 1
70.6155 334.045 2
130.529 334.022 2
278.828 333.896 1
306.256 334.418 16
509.045 334.9 4
459.352 335.683 1
218.548 336.483 7
391.123 335.503 1
62.6872 336.667 1
433.912 336.59 1
606.891 336.528 1
100.315 337.502 1
121.735 337.802 3
167.511 337.948 1
478.581 337.545 5
582.738 338.028 6
661.656 338.061 7
722.922 338.486 1
754.778 337.92 2
764.704 338.065 1
39.4313 339.164 1
91.6109 339.143 2
263.234 338.406 1
339.569 339.473 4
447.621 338.652 1
466.93 339.085 2
534.909 340.255 7
555.262 340.591 4
573.517 339.798 6
631.759 338.242 4
161.235 340.273 3
513.216 340.308 2
691.69 340.175 3
355.293 340.969 2
298.926 342.198 7
409.97 341.681 2
131.077 342.936 3
140.467 343.487 3
179.587 344.219 3
282.822 344.078 7
330.761 342.473 6
5.22519 344.347 1
243.791 343.643 2
618.862 345.038 3
734.592 343.409 5
744.707 343.131 1
193.768 344.402 4
454.445 345.484 1
482.907 345.222 6
600.174 345.111 9
650.48 345.469 4
750.914 345.243 1
39.4707 346.343 3
100.034 345.103 3
315.664 345.614 3
384.032 345.332 13
364.187 347.56 20
628.798 347.115 5
686.745 346.252 3
205.402 348.11 5
227.508 347.785 1
337.436 347.64 1
779.85 348.093 1
20.3557 349.555 1
24.9118 348.929 1
219.587 348.854 3
276.066 349.132 2
331.236 349.368 3
371.019 349.441 2
537.819 349.665 7
546.552 349.034 1
637.592 348.681 6
72.4895 350.197 1
161.408 349.701 3
346.515 349.553 2
356.416 350.061 3
555.202 350.138 3
618.773 350.653 3
11.5065 351.469 2
519.661 351.102 3
747.49 350.873 1
265.491 352.098 3
696.503 352.038 1
790.136 352.132 1
44.8873 352.75 2
225.006 352.651 1
293.781 352.88 2
326 354.514 9
378.914 353.204 1
429.906 351.976 3
443.3 353.066 3
611.309 352.369 2
723.753 352.521 12
492.058 355.124 5
755.745 355.086 1
680.475 355.553 5
6.19313 357.365 1
142.089 356.627 1
246.817 357.019 4
372.188 356.823 5
392.272 356.71 3
731.352 357.216 3
105.648 357.916 1
255.533 358.12 6
480.081 358.511 5
651.834 357.81 2
780.91 357.787 1
168.398 359.09 1
227.64 359.195 1
268.315 360.178 5
309.29 360.347 9
600.808 358.532 5
99.1394 359.944 1
365.22 360.278 3
458.132 360.284 3
794.523 360.05 1
69.8167 361.076 1
285.715 361.303 12
473.064 360.64 3
705.134 361.608 13
11.6676 361.623 1
156.705 363.792 4
186.698 361.982 6
241.06 362.281 2
326.259 362.309 8
670.594 361.932 2
521.177 363.371 4
91.4235 363.794 2
200.055 364.02 2
355.412 364.117 3
463.655 364.156 2
576.098 364.614 6
592.607 363.344 5
775.24 364.372 1
59.0513 364.479 4
141.907 364.715 5
219.832 364.786 1
275.973 365.474 1
640.859 365.014 3
682.008 365.282 4
303.635 366.287 8
342.858 366.027 7
625.053 365.417 7
472.771 367.704 6
617.362 367.262 2
763.16 367.186 6
168.32 369.071 7
258.636 367.94 7
291.706 367.506 3
605.916 367.73 2
96.5922 369.526 3
176.37 369.626 4
225.656 369.393 1
364.909 369.308 1
379.335 368.86 1
670.005 369.637 8
90.3442 370.428 11
360.367 371.199 1
718.82 370.829 8
739.654 371.03 3
775.437 371.521 2
791.407 371.244 1
73.0731 371.808 2
241.412 372.758 16
546.465 372.156 10
624.331 372.708 4
652.131 372.085 1
727.197 371.649 2
46.3484 373.644 4
473.265 372.643 1
28.0576 374.069 3
107.524 374.74 7
676.06 374.404 2
34.6552 375.997 1
456.678 375.83 6
554.251 376.011 6
93.5947 375.787 1
143.213 375.668 2
422.355 376.445 4
439.983 376.503 1
595.132 375.814 3
764.151 376.599 2
57.0651 376.676 1
370.1 377.213 1
407.719 377.362 8
490.624 377.012 7
125.805 377.927 5
254.232 378.724 3
305.79 377.598 8
338.51 377.095 10
526.651 378.338 12
577.269 377.716 4
681.233 377.827 3
705.005 378.342 1
788.023 377.954 1
80.6957 378.907 9
239.176 379.501 5
362.42 379.086 4
710.531 378.558 3
750.635 378.669 9
9.13603 379.785 1
155.367 380.062 2
220.78 380.059 5
231.837 380.93 5
447.715 379.96 2
191.996 381.289 3
291.519 381.8 3
316.146 381.298 1
391.333 380.421 2
466.639 380.574 4
544.842 381.291 1
182.749 381.209 10
276.802 382.925 4
286.26 382.571 3
296.751 381.824 1
328.007 382.716 3
89.1206 382.833 2
122.283 382.826 1
438.935 382.566 3
126.261 383.99 7
170.837 383.915 4
263.159 383.582 5
340.984 383.971 4
107.901 385.585 8
306.227 385.019 2
358.89 385.615 7
407.841 386.182 7
705.425 387.235 8
48.5733 386.963 9
54.41 387.419 1
214.009 386.673 2
221.947 387.819 1
231.778 388.268 4
581.803 388.045 1
135.064 389.093 2
160.492 388.84 3
205.017 388.796 2
440.868 389.068 2
25.7909 390.688 3
348.955 389.634 6
363.865 389.862 1
607.342 390.214 3
153.289 391.22 6
413.616 391.173 6
63.7507 392.078 5
93.3148 391.781 4
142.371 392.248 4
198.977 393.176 2
211.537 393.259 4
315.005 392.561 4
587.071 392.519 4
453.563 395.628 21
621.458 393.952 1
766.829 394.849 3
122.156 396.006 7
234.686 395.258 4
601.294 394.523 3
715.453 395.69 3
555.879 396.059 5
593.821 395.838 3
513.183 396.622 9
562.2 397.388 2
608.318 396.942 7
658.827 397.405 3
13.1799 397.803 1
24.2925 397.99 2
80.322 400.163 9
151.013 400.408 3
534.974 402.146 5
456.868 403.425 6
503.867 403.377 2
513.16 404.035 3
613.389 404.049 1
620.123 404.227 1
14.4844 404.987 1
23.4382 405.24 1
649.429 405.18 1
48.9827 407.433 5
101.081 407.878 2
444.463 408.175 2
7.99307 409.055 1
184.971 409.069 1
391.877 408.738 1
519.433 408.372 4
492.204 410.093 4
500.95 410.216 13
115.839 411.416 1
123.703 411.379 6
175.719 410.578 1
70.5719 412.17 1
79.0765 412.171 2
88.4605 412.507 2
607.331 413.431 5
58.5326 414.596 6
590.496 413.919 1
782.878 413.992 1
660.941 414.842 3
32.9278 417.062 8
170.846 418.04 3
18.4641 419.274 1
181.924 419.263 2
53.2703 420.296 1
103.404 420.453 1
156.731 421.1 5
790.415 421.208 1
80.0893 422.021 3
139.458 422.028 1
93.1963 423.355 1
652.503 423.071 1
40.429 425.032 3
128.229 424.33 3
62.2538 425.273 9
145.078 424.848 4
24.6937 426.37 1
5.74548 427.536 1
159.55 428.883 3
45.7934 430.6 3
14.4093 430.779 1
65.8587 431.393 2
103.083 430.551 1
148.225 431.169 3
74.8788 432.141 1
766.181 431.562 2
648.179 434.229 2
28.8064 436.359 5
6.85511 436.302 1
660.564 435.625 2
681.569 436.04 1
18.7932 437.401 1
721.997 438.207 1
778.89 441.268 2
5.58513 454.051 1
552.689 111.263 2
570.121 119.789 8
538.823 123.604 14
661.629 186.188 5
642.142 187.728 6
608.369 196.984 2
550.327 207.213 5
483.577 209.745 1
194.51 227.394 1
354.616 242.805 1
