4307 11278
198.148 175.553 2
58.1005 176.208 1
58.1543 181.704 1
120.471 185.291 12
191.326 185.86 1
171.215 188.699 15
58.5019 190.917 1
59.388 203.335 3
59.3477 206.99 4
328.049 211.85 1
59.2005 219.054 1
59.4736 222.412 1
272.508 238.66 1
58.8916 242.489 13
259.6 244.547 6
59.9845 246.815 5
250.169 248.908 13
60.368 254.117 5
74.2676 259.608 2
60.8857 274.289 2
61.0791 276.555 1
61.0301 278.844 1
61.5399 283.388 1
5.07434 2.60137 1
36.3618 2.21311 1
58.4677 2.11514 1
75.1297 2.32096 3
96.9188 2.22641 1
102.066 2.16249 1
106.534 2.15337 1
113.063 2.30606 1
153.74 2.53155 1
161.446 2.23961 1
333.033 2.21369 1
352.238 2.21981 2
49.5868 2.8699 1
53.8719 2.8419 1
80.6798 3.24438 1
84.0601 4.35872 1
34.0128 5.01494 2
57.8786 5.12958 1
137.735 5.72414 1
25.364 6.64742 1
79.2198 6.66348 1
289.649 6.35312 1
37.3864 6.74412 1
57.8387 8.34882 1
5.21713 9.62145 1
295.589 10.3688 1
348.419 10.8936 1
24.3797 11.2138 1
77.3909 11.5219 1
151.305 12.3191 2
11.9063 13.2827 4
331.784 12.6248 6
29.0608 13.7983 3
4.87323 13.6692 1
56.2669 14.5897 4
300.955 14.14 1
127.84 15.4792 9
142.9 16.0482 1
34.3031 16.9227 4
348.044 17.1269 3
4.47218 18.1243 1
26.3289 18.0329 6
10.3142 19.4144 3
139.897 20.6431 5
311.368 22.3937 10
4.78912 22.3688 1
334.86 23.4348 9
346.872 23.1572 1
343.069 24.6655 5
306.589 27.4464 7
236.912 29.3799 5
225.784 29.2082 3
310.711 29.6292 10
214.487 29.9949 1
40.5968 31.3552 3
158.493 31.9387 13
4.86013 32.2268 1
184.426 32.7055 2
327.355 32.7956 11
332.685 34.6007 1
310.482 35.1369 13
251.175 35.7247 1
140.235 36.8596 1
151.228 37.1361 1
128.755 37.5285 5
330.538 38.031 1
4.88282 38.3826 1
119.891 38.5949 2
114.118 40.0109 1
305.615 39.6838 1
49.1291 40.6156 4
337.679 41.6722 10
42.2025 41.4849 2
107.931 41.8309 2
35.8307 43.2822 4
320.283 43.464 23
18.2584 44.2706 4
331.781 43.787 1
11.6644 44.315 2
83.9354 44.4031 4
74.3369 46.1564 5
340.481 46.2709 6
309.066 46.1289 4
321.996 47.3679 8
328.645 47.8025 7
56.7458 48.5203 1
223.269 50.6182 48
218.278 50.868 17
55.7992 50.3208 1
208.998 50.8531 12
201.902 51.75 8
193.904 52.4721 14
185.824 52.9972 16
229.578 52.9295 1
220.62 53.8909 13
39.2217 54.2292 4
208.422 54.0529 3
51.9478 55.2198 4
155.321 55.0624 19
151.432 56.0031 21
225.584 55.7497 17
14.2108 56.7658 2
125.047 57.9421 16
178.16 57.3713 1
338.781 58.0573 4
301.411 57.7636 1
119.932 58.2448 9
154.635 58.5273 8
333.194 59.6787 7
31.7769 59.2926 1
62.3387 59.5524 2
138.143 59.6818 2
205.425 59.6601 2
20.382 59.8471 3
98.3518 60.4912 25
125.586 60.6086 4
220.98 61.4803 8
342.409 60.2043 1
88.1955 61.0962 8
188.532 60.611 4
209.657 60.9657 1
82.8957 61.5003 17
109.685 61.4972 3
150.929 62.1873 5
155.065 62.9322 29
170.149 62.3689 9
174.952 62.5078 15
4.79869 63.5181 1
85.5818 63.9974 7
111.273 64.4668 8
160.301 64.7726 5
172.75 65.378 8
153.717 66.5612 6
4.78298 67.1668 1
221.368 66.7212 3
323.847 67.5603 1
86.2269 67.8543 35
15.7518 68.8603 3
20.2887 68.7204 1
90.066 69.5399 8
154.409 69.904 7
210.109 69.3947 2
224.412 69.8659 40
126.648 70.6185 1
206.466 71.1531 16
84.7502 71.1907 3
194.574 71.2714 32
186.29 72.6428 23
4.77682 72.6245 1
230.305 72.9378 1
167.925 73.6681 29
159.9 73.4433 22
151.144 74.9492 27
58.9362 75.6803 4
126.515 74.1218 3
192.264 76.2074 9
123.25 77.0625 15
196.56 77.3797 7
106.37 77.6714 12
189.613 77.6082 5
102.243 78.1691 1
139.644 78.2323 1
172.818 78.033 6
180.475 78.1167 3
98.5177 78.648 17
113.786 79.1703 1
143.434 79.7271 6
82.4338 79.5566 29
163.214 79.7923 3
139.622 81.5412 5
124.443 82.915 7
97.3163 83.107 6
100.767 84.019 1
93.4939 84.7307 2
84.3587 85.2312 4
242.764 86.6 17
344.309 94.2788 11
147.256 96.0936 5
350.876 95.7435 1
80.262 97.524 1
71.2104 98.169 5
246.587 102.481 10
315.974 103.83 5
5.02714 103.957 1
126.244 104.764 6
168.049 104.547 1
192.619 105.051 15
134.726 105.346 1
185.435 105.582 1
63.6499 106.591 8
278.999 106.568 1
283.85 107.29 3
155.401 108.78 17
59.4867 108.998 17
142.44 109.731 17
146.297 111.519 2
346.867 111.982 4
151.495 115.997 6
59.4886 117.231 8
155.015 120.444 11
158.854 119.71 8
178.61 119.706 15
131.843 121.157 10
167.574 123.097 17
162.746 122.451 9
182.255 122.575 7
149.77 124.261 8
175.262 124.171 3
145.189 125.812 9
136.272 125.942 24
153.524 125.841 1
131.427 128.808 7
146.545 129.751 3
348.333 129.933 7
4.58345 130.574 1
170.54 131.342 4
163.782 131.827 10
135.091 132.2 11
129.377 132.836 8
352.081 133.337 1
169.533 134.634 4
176.711 135.314 17
5.009 135.211 1
182.29 137.125 20
134.537 138.625 14
174.31 138.534 4
184.176 140.015 1
347.894 140.158 2
188.092 143.641 47
138.876 144.811 1
174.365 144.776 27
192.797 146.228 1
134.054 146.579 1
184.105 147.045 10
163.193 147.435 7
125.378 147.889 9
130.952 148.017 1
151.776 147.652 2
14.0041 151.52 1
350.69 152.387 3
8.61207 153.02 1
348.134 155.734 3
315.096 157.619 3
306.688 158.503 4
297.765 159.748 5
302.631 159.808 2
193.178 160.308 2
294.836 160.595 1
341.878 161.972 5
128.628 164.268 8
324.604 164.588 7
245.696 164.954 8
317.464 165.286 1
314.334 165.586 2
306.964 166.628 1
272.451 172.376 1
37.4095 172.489 1
49.7437 173.612 7
128.705 173.326 2
267.794 173.321 2
254.058 174.96 2
64.8793 175.799 5
189.43 175.566 13
144.608 176.13 1
246.477 176.377 7
236.881 177.498 5
210.28 178.126 6
216.444 177.471 3
64.9101 178.353 5
199.519 178.461 12
204.981 178.214 5
129.143 180.085 2
173.913 180.878 24
110.028 180.872 1
114.986 180.956 1
96.3651 181.254 1
143.618 182.939 4
177.195 183.542 5
182.555 190.842 4
347.051 199.563 1
180.758 201.98 3
158.11 205.291 6
62.2453 205.707 16
62.0083 211.773 9
332.32 212.883 1
328.529 215.452 5
61.8494 216.441 20
322.083 218.369 4
318.341 219.496 1
305.548 219.997 1
62.3975 220.597 4
40.164 225.041 7
43.9247 225.181 6
48.1451 225.303 6
5.21991 225.686 1
44.5542 228.91 2
272.76 233.725 2
284.048 235.565 3
267.047 237.079 1
280.835 237.858 1
261.635 239.523 1
259.124 240.559 1
267.694 243.426 2
77.6505 244.33 4
260.816 247.84 8
67.4457 247.714 12
62.8956 249.709 11
253.067 250.479 1
79.8546 253.602 1
241.773 254.149 3
345.109 253.912 2
232.984 254.15 2
121.304 255.116 3
173.165 255.095 3
145.632 255.515 7
151.663 255.151 1
160.788 255.855 4
167.31 255.817 6
219.999 257.871 3
337.897 259.489 2
79.1442 260.252 5
329.831 260.814 1
326.085 263.543 1
73.9671 264.532 7
74.9529 267.449 3
262.179 268.593 3
316.75 271.378 1
5.07051 274.339 1
64.1662 274.839 4
35.444 275.484 2
64.3743 284.468 2
113.185 17.6403 2
156.076 19.2215 3
304.155 31.4585 5
162.9 35.0367 5
338.175 37.2938 6
341.238 41.8591 8
69.6303 48.0454 13
172.392 54.4172 23
211.072 57.0446 2
218.903 58.3017 9
197.721 61.4955 1
138.955 61.6538 10
128.733 63.1769 12
190.772 64.433 18
103.059 66.0903 1
82.4023 67.0826 15
198.84 69.5188 2
219.135 69.608 11
128.051 70.5762 1
182.246 70.8779 2
147.229 71.6091 7
178.204 71.8986 28
102.406 72.7749 2
155.438 73.4199 2
184.573 76.6966 5
85.9258 77.5495 11
349.513 86.3309 3
126.746 97.7044 17
137.774 100.776 10
64.0749 101.439 1
121.529 104.484 10
268.086 105.075 2
174.006 104.909 1
112.2 108.714 3
106.19 109.345 4
71.0089 110.356 3
77.3941 110.363 1
64.5567 112.005 18
124.119 113.222 14
131.254 115.874 29
189.726 117.974 5
138.174 120.963 14
125.887 134.973 6
165.421 142.419 11
159.527 142.975 7
181.343 143.221 24
124.937 155.285 39
134.872 155.628 3
324.911 158.077 1
290.664 170.173 2
285.113 171.28 1
277.707 173.14 4
268.554 174.825 4
263.64 174.935 1
258.717 176.524 4
251.378 178.301 7
195.116 181.853 12
61.5733 181.737 22
188.764 182.463 3
82.2612 184.545 2
65.7472 185.374 13
132.128 187.671 6
330.25 209.127 2
339.81 209.78 2
313.523 217.226 16
286.224 227.943 17
280.91 230.851 1
345.5 248.926 4
69.1175 255.146 6
115.182 255.595 2
96.8574 255.966 6
81.278 257.386 1
235.582 257.099 5
209.514 258.334 5
215.209 257.763 5
230.119 257.856 2
334.254 257.897 10
56.097 276.091 3
352.826 4.64544 1
71.5957 7.52014 1
296.904 7.44512 1
50.3029 9.47128 1
129.46 10.7726 1
352.135 12.5183 1
164.809 15.5807 1
305.259 18.6779 3
345.335 21.5038 1
304.977 22.8125 1
233.648 26.1475 3
219.73 26.4406 3
210.96 27.3533 4
244.137 29.1711 8
353.694 30.2517 1
324.208 31.1253 1
171.211 30.6913 12
160.732 32.1343 4
251.623 32.4402 1
335.188 31.0194 11
117.803 36.517 1
323.216 37.6214 1
110.648 38.1088 7
299.863 40.5527 5
353.086 41.6921 1
206.593 47.3511 5
213.848 48.3945 5
198.219 49.9797 10
292.679 51.3878 4
51.4663 51.3691 5
86.5484 57.8824 5
193.08 60.4566 12
176.137 63.2218 3
165.058 70.9237 4
79.0461 71.3662 1
139.79 70.7502 3
195.815 72.2276 3
56.0248 73.6997 2
109.497 73.8456 5
160.503 74.2069 2
353.221 82.171 1
154.054 88.3214 5
340.846 103.621 4
74.0874 106.92 1
118.609 109.833 12
140.395 117.336 6
352.956 119.315 1
164.252 119.273 5
157.994 128.711 5
167.189 129.261 10
140.296 131.035 11
152.102 130.838 1
353.037 135.84 1
133.535 136.875 2
13.3198 144.496 1
353.107 148.978 1
352.979 158.174 1
184.364 158.65 2
184.188 167.11 7
254.194 172.713 2
183.384 177.6 11
184.043 186.923 8
153.687 189.053 22
120.768 193.992 2
59.4249 223.589 3
59.5164 230.325 2
59.0773 236.474 3
59.7141 244.804 2
86.2402 250.814 2
60.3829 255.223 2
353.069 265.084 1
61.2073 280.212 1
54.3074 4.86467 1
76.1599 4.95484 1
114.968 4.89368 1
133.259 4.57269 1
163.846 4.77363 1
243.036 4.64037 1
283.438 4.58016 1
315.816 4.8917 1
333.647 4.83585 1
147.832 6.12128 1
139.441 6.35175 1
26.5378 7.61345 1
60.6343 8.24909 1
39.6528 9.70253 2
6.79564 12.1171 1
14.0193 13.3698 1
80.7524 13.2969 1
153.274 13.9774 1
131.137 14.9632 1
322.281 15.0602 1
58.2019 16.1733 1
38.9942 16.5932 2
114.81 17.9214 2
348.957 17.983 1
31.2785 18.3901 1
162.569 19.9618 7
13.342 21.2249 1
132.959 20.765 4
141.817 21.2771 1
322.857 23.0663 1
313.461 24.6962 2
6.09759 24.4485 1
344.606 26.3165 4
236.734 30.6633 1
6.49184 31.7681 1
328.939 32.849 2
312.422 35.9772 2
322.285 43.2683 2
36.8644 45.3172 6
341.474 47.779 1
6.86851 48.5352 1
70.8728 48.2502 2
330.666 48.7568 2
322.584 48.9723 1
220.355 51.628 10
204.969 52.8834 17
194.602 53.0613 5
172.866 56.2105 15
186.91 56.3726 5
153.018 56.5105 4
227.318 57.2205 5
138.33 57.3182 22
212.089 59.4141 9
220.882 57.5504 31
15.0204 59.1866 2
107.971 59.8885 18
122.824 59.0319 30
199.962 58.9497 6
337.79 60.1786 5
98.622 62.0348 4
84.1272 62.5212 5
171.309 62.3323 1
181.079 62.217 2
152.508 63.0343 4
6.55419 65.2744 1
115.495 65.2925 5
128.624 65.1837 5
139.184 64.4578 2
164.154 65.8961 7
224.384 64.6487 6
26.1918 69.0851 1
83.4063 69.6311 4
200.617 66.525 1
219.569 70.1752 2
16.6636 70.5109 1
94.0355 70.7975 8
104.855 71.1302 11
138.835 75.7996 26
224.753 76.862 1
146.398 78.7169 9
184.352 78.4375 2
192.542 77.8082 3
108.828 78.4624 13
157.982 78.7533 3
167.941 80.734 6
87.5526 83.9564 7
104.291 83.8677 3
97.5084 85.0019 1
242.399 87.7075 2
255.79 91.9905 1
150.604 92.8467 1
345.587 95.3612 2
128.472 98.6901 4
146.093 100.059 5
67.1709 102.369 1
137.648 103.812 4
194.77 105.569 9
157.283 108.816 1
61.7371 111.908 13
125.643 111.755 12
130.725 117.156 8
150.317 120.133 2
157.504 122.085 2
176.621 122.384 5
132.591 122.228 1
167.974 123.72 2
172.966 123.309 18
184.056 125.657 4
172.142 132.587 1
7.14323 136.915 1
127.101 137.009 17
176.113 137.389 9
138.724 139.257 6
18.0139 141.825 1
188.159 145.635 27
134.042 149.189 1
164.338 149.875 1
155.724 150.664 5
182.804 153.739 3
11.4483 154.236 1
124.64 155.422 2
130.693 164.361 5
131.88 174.402 5
50.5824 174.893 1
189.371 176.66 3
68.0809 176.475 2
251.58 179.368 3
131.721 178.828 1
173.497 181.315 1
196.849 181.702 4
63.2027 184.737 13
144.843 183.791 2
132.363 186.365 1
125.351 190.99 6
159.656 193.325 5
195.661 194.376 1
181.952 203.9 1
340.344 204.756 5
158.342 207.255 1
185.908 210.948 1
341.198 211.495 1
322.228 213.864 6
330.152 216.782 1
315.348 217.159 10
321.96 220.774 4
7.34974 226.616 1
283.907 238.278 9
277.84 243.227 4
70.7912 248.146 2
65.3989 255.06 8
252.19 254.683 2
83.4259 256.603 2
129.477 257.461 1
145.675 258.402 5
184.78 257.978 1
344.557 257.702 1
324.759 273.46 1
7.19496 274.874 1
38.2586 275.943 3
66.3202 281.793 1
148.825 6.7885 1
312.326 15.5514 3
305.638 32.2907 9
313.258 46.2031 2
175.581 96.3072 3
99.6287 100.233 1
69.0359 103.74 6
116.18 110.223 7
159.797 123.67 6
134.093 126.137 3
165.337 151.276 2
340.659 157.467 1
44.7639 167.585 24
178.503 193.473 4
276.208 235.687 14
72.6072 248.522 2
196.668 258.728 1
109.049 17.8772 1
304.01 20.7461 1
340.723 23.8036 1
47.7094 36.8872 1
18.3277 39.7764 1
298.056 38.9887 4
32.1429 41.8748 1
71.2715 42.9072 3
339.343 70.6579 1
77.5595 72.8605 2
55.9593 75.8286 4
253.189 84.744 3
345.211 89.2615 4
55.468 92.1738 2
188.684 102.441 1
339.888 102.76 1
128.152 111.661 1
148.728 114.656 5
185.793 135.386 5
55.9206 159.973 5
254.887 160.433 1
118.101 166.045 3
183.547 173.329 5
118.744 187.951 2
182.688 187.52 6
57.3517 221.54 4
59.0166 234.978 1
250.102 250.363 1
60.2536 270.063 1
119.154 10.2285 1
248.59 9.37204 2
286.229 9.68245 1
335.444 9.80787 1
30.6138 10.67 1
9.43759 14.1626 1
88.1575 15.7222 1
44.8227 17.4723 1
135.389 16.6402 3
20.8196 21.2913 1
34.3831 22.8415 1
318.274 32.6987 2
332.153 33.5964 1
247.497 39.154 1
328.369 42.2803 3
314.484 45.6092 1
41.9378 48.0025 1
11.5662 51.24 1
75.6335 51.3529 1
221.64 54.9326 3
190.723 58.024 20
141.107 58.9367 4
175.154 59.4124 3
110.055 62.7378 1
230.993 63.0753 1
325.853 74.3311 1
216.514 79.9481 1
150.555 83.3808 4
162.322 83.3453 5
119.257 86.134 1
95.2562 88.7263 9
158.888 96.6567 2
78.5771 103.515 3
201.178 107.782 1
162.222 112.176 1
113.609 113.19 2
66.0201 116.26 1
193.466 122.298 1
172.457 126.254 2
10.4366 141.047 1
22.5337 145.86 1
188.726 147.483 3
201.362 155.256 3
126.728 157.891 4
156.892 160.082 1
65.9413 162.672 1
136.616 165.931 1
192.371 173.777 11
124.298 175.021 3
137.964 176.47 8
254.327 181.355 2
202.961 184.977 1
67.7354 188.907 1
129.814 194.547 3
169.439 213.426 1
345.717 215.421 1
68.3305 236.417 1
274.007 237.737 4
83.5305 249.031 2
344.822 251.69 1
256.219 257.446 1
70.7353 260.335 5
347.308 262.245 1
331.574 273.809 1
341.993 56.2429 1
178.917 83.3361 1
128.932 104.28 8
159.396 161.899 1
158.623 21.035 3
107.847 34.8019 1
34.4708 39.5322 1
74.4147 39.4281 1
259.641 82.0287 1
132.547 89.069 1
54.9404 128.104 1
186.857 133.836 2
112.096 163.778 1
178.076 174.368 1
55.0023 193.682 2
185.25 45.7858 1
295.353 48.6588 1
48.9058 52.3372 1
251.786 51.6996 2
18.8976 56.3097 2
77.6581 59.089 1
154.524 66.1729 1
46.1748 78.9188 1
203.131 82.6046 2
331.584 87.2932 1
72.4312 87.7089 1
132.377 106.515 3
216.137 115.974 1
171.136 117.942 1
260.583 118.286 1
108.875 122.571 1
73.4585 126.602 1
333.375 131.787 1
188.462 151.189 3
125.755 172.816 1
154.402 174.225 3
262.533 189.91 1
212.465 193.979 1
74.9786 198.365 1
142.584 200.855 2
188.493 224.717 1
264.83 262.9 1
253.967 55.7721 1
50.4292 97.7757 1
169.69 178.125 1
53.8811 204.435 1
263.727 69.1006 1
86.5549 77.1206 1
88.1748 142.72 1
266.169 138.36 2
89.9934 218.396 1
224.809 216.57 1
184.56 102.078 3
272.26 81.777 1
109.458 155.499 2
161.477 16.0898 1
315.77 20.9803 7
148.188 63.8872 1
79.4342 64.2172 1
157.697 68.6805 3
120.149 73.2307 1
79.4229 77.438 1
152.598 104.815 1
129.429 109.991 5
138.681 116.634 7
179.163 124.041 1
190.477 192.217 9
58.9771 212.99 2
142.81 17.3717 1
307.71 22.5282 1
344.325 25.3361 1
119.503 40.0042 3
287.106 40.0139 3
304.812 40.343 4
208.824 55.6738 3
136.117 57.1151 4
106.527 61.848 9
206.308 69.06 4
186.068 70.7974 3
123.347 74.5618 5
206.237 76.9217 9
98.155 77.2894 2
178.499 78.9703 4
139.824 80.2997 1
151.464 80.0258 1
267.69 92.3322 8
175.657 93.1152 3
280.855 95.576 4
98.3861 96.2734 3
283.468 96.6797 1
289.301 96.993 3
348.343 101.46 1
59.0719 101.251 2
97.6884 109.264 1
160.422 122.203 3
173.512 122.109 3
140.265 126.287 7
156.789 127.182 3
183.444 147.822 2
192.831 151.454 4
239.116 166.095 5
216.312 179.084 3
100.906 182.065 2
92.3784 182.483 1
160.138 182.971 1
193.341 193.332 3
267.125 244.686 1
131.168 255.456 2
136.582 255.616 3
184.494 255.742 2
335.414 30.4596 3
281.6 37.4949 3
17.8965 45.2374 1
34.3934 56.9254 3
209.694 56.6928 1
222.849 63.5616 11
103.182 67.167 1
172.981 67.0404 2
104.346 81.9463 2
185.061 93.3453 1
112.85 96.9113 3
183.259 108.453 12
189.773 112.99 5
232.22 166.855 1
65.1693 176.521 1
236.794 178.421 2
204.351 179.359 1
187.874 179.665 3
107.09 183.541 4
115.184 183.427 1
67.0595 184.204 1
124.131 190.733 8
77.9101 246.121 1
76.0994 254.898 1
89.4962 255.421 2
127.62 256.014 2
144.987 256.69 3
173.16 256.186 1
195.328 256.747 3
202.612 256.396 1
221.302 256.887 5
321.697 23.2518 1
30.9743 42.4627 3
222.124 46.9072 6
190.69 51.9842 1
338.939 61.2516 1
56.0134 75.0133 1
155.153 86.9998 1
165.156 86.7024 1
140.639 88.0989 1
56.1756 89.7901 1
223.636 97.3014 3
232.154 96.83 2
202.958 98.3033 2
124.366 113.935 6
179.171 128.295 2
132.735 136.223 1
126.935 147.226 11
120.06 165.561 7
203.167 175.88 3
244.371 35.4499 1
36.7084 46.9304 1
70.7044 49.318 2
331.331 50.0929 1
323.045 50.9154 3
218.856 53.12 1
205.567 53.4593 1
157.622 56.9205 4
172.698 56.7565 2
193.33 56.952 8
152.18 57.6179 2
212.486 60.9557 3
108.098 61.9543 4
200.489 61.0874 4
98.9734 63.0876 2
83.2021 64.5754 2
117.769 67.2774 5
128.835 66.6815 2
138.851 66.6892 6
27.0328 71.6455 2
338.22 77.2482 1
146.673 79.855 1
191.464 79.8365 4
223.55 78.431 3
117.221 80.946 9
88.026 85.0273 5
104.131 85.3757 2
152.564 93.8234 1
129.889 99.4591 8
157.396 109.942 6
151.496 119.161 6
141.341 121.719 6
176.794 123.296 2
167.879 125.03 2
163.66 134.479 7
176.879 139.396 3
155.649 154.438 3
165.822 153.696 4
182.643 156.436 5
125.003 157.256 8
189.174 162.377 3
69.3856 176.091 6
189.435 176.847 2
204.644 181.263 3
196.873 182.714 1
63.4018 185.183 1
159.863 194.64 1
157.919 209.24 1
164.761 209.441 1
339.033 213.479 1
323.4 212.846 2
71.7999 247.758 3
252.882 255.501 2
27.5295 72.6802 1
96.9432 88.836 2
156.379 96.2788 1
123.375 102.159 2
181.576 110.093 3
128.347 143.63 2
155.623 156.124 2
182.476 157.203 1
70.8658 176.405 2
117.288 185.224 9
179.672 195.518 9
55.453 77.7615 1
216.93 82.6068 1
252.767 83.4313 1
133.911 88.183 1
149.616 85.76 1
160.14 85.9566 1
121.16 89.7775 1
147.689 114.207 2
254.872 158.836 1
58.081 217.325 1
221.854 56.3839 1
191.871 60.1706 3
140.486 61.9502 1
231.825 64.436 1
86.501 69.9627 2
200.564 80.0487 1
65.121 87.9075 1
93.5968 89.3892 2
242.07 93.0008 1
127.922 105.515 8
202.331 110.922 3
253.797 110.696 2
162.519 113.933 2
113.449 116.373 1
65.8573 119.797 1
189.17 149.103 3
65.9635 160.528 2
126.542 160.642 2
159.565 165.094 3
124.659 172.098 4
137.7 174.626 7
255.144 184.084 1
202.744 187.85 2
67.5903 192.15 1
164.548 197.602 1
50.8211 75.6103 3
131.827 88.1581 2
177.081 176.826 1
169.917 123.674 2
216.403 124.607 1
261.497 128.489 1
191.361 155.999 1
334.406 18.4818 2
335.054 23.6508 1
309.864 17.6109 6
327.204 35.9941 5
235.146 25.612 2
222.146 47.4659 1
271.097 102.022 1
267.494 101.498 5
204.748 48.6206 2
197.549 51.1708 1
170.395 30.9737 7
132.774 17.0407 7
151.507 120.774 6
267.074 240.883 2
122.929 115.031 2
138.516 131.142 5
33.2222 29.3889 2
139.714 141.43 3
131.35 133.381 4
59.1386 79.65 1
59.3228 88.2607 2
124.369 193.468 9
129.346 197.724 5
59.799 136.618 5
60.2176 144.507 3
61.2621 176.748 4
16.9036 136.186 1
16.9473 139.289 3
61.6592 193.032 5
13.323 147.99 4
63.4204 258.72 4
344.88 20.5297 1
333.217 36.9826 3
323.131 29.044 4
305.825 17.7348 1
309.947 51.89 3
294.679 44.2623 2
282.716 38.5343 2
280.44 36.9688 1
264.436 29.3264 5
258.083 24.8115 5
249.261 20.2753 5
239.18 16.8885 8
297.729 96.3759 2
299.892 100.673 1
262.902 90.4831 3
188.234 21.2069 4
324.056 156.629 1
221.691 57.4443 3
180.473 20.7086 1
247.129 87.6533 3
164.049 14.3363 5
171.569 21.3387 2
222.189 75.2541 1
201.489 56.282 2
217.133 74.0844 1
243.781 105.902 4
